"filename", "language", "Rust", "comment", "blank", "total"
"/home/ayanami/Ayanami-language/src/compiler/build.rs", "Rust", 12, 2, 0, 14
"/home/ayanami/Ayanami-language/src/compiler/debug.rs", "Rust", 18, 0, 0, 18
"/home/ayanami/Ayanami-language/src/compiler/mod.rs", "Rust", 81, 49, 16, 146
"/home/ayanami/Ayanami-language/src/compiler/symdef.rs", "Rust", 1, 0, 0, 1
"/home/ayanami/Ayanami-language/src/driver/mod.rs", "Rust", -1, 1, 0, 0
"/home/ayanami/Ayanami-language/src/formatter.rs", "Rust", 77, 0, 0, 77
"/home/ayanami/Ayanami-language/src/hir/display.rs", "Rust", 16, 0, 0, 16
"/home/ayanami/Ayanami-language/src/hir/ir.rs", "Rust", 23, 5, 0, 28
"/home/ayanami/Ayanami-language/src/hir/lower/body.rs", "Rust", 618, 57, 9, 684
"/home/ayanami/Ayanami-language/src/hir/lower/helpers.rs", "Rust", 146, 34, 3, 183
"/home/ayanami/Ayanami-language/src/hir/lower/mod.rs", "Rust", 70, 62, 6, 138
"/home/ayanami/Ayanami-language/src/lexer/delimiter.rs", "Rust", 2, 0, 0, 2
"/home/ayanami/Ayanami-language/src/lexer/keyword.rs", "Rust", 8, 0, 0, 8
"/home/ayanami/Ayanami-language/src/lexer/lexer.rs", "Rust", 5, 0, 0, 5
"/home/ayanami/Ayanami-language/src/lib.rs", "Rust", 0, 15, 1, 16
"/home/ayanami/Ayanami-language/src/lir/display.rs", "Rust", 5, 1, 0, 6
"/home/ayanami/Ayanami-language/src/lir/emit.rs", "Rust", 118, 15, -1, 132
"/home/ayanami/Ayanami-language/src/lir/ir.rs", "Rust", 8, 2, 0, 10
"/home/ayanami/Ayanami-language/src/lir/lower.rs", "Rust", 124, 15, 3, 142
"/home/ayanami/Ayanami-language/src/lir/serialize.rs", "Rust", 54, 1, 2, 57
"/home/ayanami/Ayanami-language/src/main.rs", "Rust", 0, 17, 1, 18
"/home/ayanami/Ayanami-language/src/mir/display.rs", "Rust", 20, 0, 0, 20
"/home/ayanami/Ayanami-language/src/mir/ir.rs", "Rust", 21, 0, 0, 21
"/home/ayanami/Ayanami-language/src/mir/lower.rs", "Rust", 24, 21, 1, 46
"/home/ayanami/Ayanami-language/src/package/mod.rs", "Rust", 11, 2, 0, 13
"/home/ayanami/Ayanami-language/src/parser/ast/expr.rs", "Rust", 14, 0, 0, 14
"/home/ayanami/Ayanami-language/src/parser/ast/stmt.rs", "Rust", 40, 0, 3, 43
"/home/ayanami/Ayanami-language/src/parser/ast/ty.rs", "Rust", 2, 0, 0, 2
"/home/ayanami/Ayanami-language/src/parser/parser.rs", "Rust", 233, 12, 5, 250
"Total", "-", 1750, 311, 49, 2110
